Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
6063,Myzomela tristrami,Meliphagidae,Passeriformes,AVIBASE-03719E48,5,2,3,0,4,19.8,12.2,2.9,3.4,18.3,64.0,11.0,52.2,17.4,47.8,13.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,-10.91,-10.17,-10.55,161.81,3402.19
6066,Myzomela vulnerata,Meliphagidae,Passeriformes,AVIBASE-B14D404B,5,0,4,1,4,15.5,9.2,2.3,2.6,15.7,55.8,8.6,46.9,15.4,38.8,6.9,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,-10.34,-8.33,-9.18,125.21,23721.16
NA,Myzomela wahe,Meliphagidae,Passeriformes,AVIBASE-ED10A266,1,0,1,0,1,27.3,9.7,3.5,2.5,10.7,57.0,10.7,46.4,18.7,39.0,8.0,Updated_literature,BoW,NO,NA,NA,NA,1,1,Omnivore,Nectarivore,Insessorial,NA,NA,NA,NA,NA
6051,Myzomela wakoloensis,Meliphagidae,Passeriformes,AVIBASE-F2E93F72,4,2,2,0,2,14.8,9.3,2.3,2.5,14.7,52.5,9.1,45.5,16.6,36.6,7.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,-3.74,-2.89,-3.23,128.06,5355.33
5997,Nesoptilotis flavicollis,Meliphagidae,Passeriformes,AVIBASE-CAD27557,15,7,8,0,4,19.3,8.0,2.9,3.6,24.9,99.6,22.6,79.4,22.0,93.5,28.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-43.64,-39.58,-41.91,146.61,66098.27
5996,Nesoptilotis leucotis,Meliphagidae,Passeriformes,AVIBASE-6897E78D,26,12,14,0,4,18.2,8.4,2.5,3.4,21.7,88.8,15.3,73.4,17.3,80.8,23.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Insessorial,-39.48,-19.60,-31.29,139.62,1974990.00
6107,Oreornis chrysogenys,Meliphagidae,Passeriformes,AVIBASE-680E7394,4,2,2,0,4,26.0,11.7,3.9,5.3,38.4,129.0,22.2,106.8,17.2,128.9,69.5,Updated_literature,BoW,NO,NA,NA,Forest,3,1,Omnivore,Omnivore,Insessorial,-5.03,-3.41,-4.10,138.25,22304.25
6026,Philemon albitorques,Meliphagidae,Passeriformes,AVIBASE-DAD1050F,1,1,0,0,1,47.6,27.2,7.8,12.4,44.5,184.5,39.0,145.5,21.1,133.0,85.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-2.25,-1.91,-2.09,146.93,1887.91
6027,Philemon argenticeps,Meliphagidae,Passeriformes,AVIBASE-54042625,14,4,10,0,4,35.4,18.3,5.1,7.8,29.5,136.3,30.0,100.9,22.9,110.3,80.4,Dunning,NA,NO,NA,NA,Forest,2,2,Omnivore,Omnivore,Insessorial,-21.82,-9.85,-15.68,134.04,885758.87
6015,Philemon brassi,Meliphagidae,Passeriformes,AVIBASE-35B1D549,1,0,1,0,1,30.6,17.2,5.1,5.8,25.0,99.5,10.6,88.9,10.7,90.0,85.7,EltonTraits_GenAvg,NA,NO,NA,NA,Wetland,2,2,Herbivore,Omnivore,Insessorial,-3.58,-1.59,-2.99,138.38,9875.49
6023,Philemon buceroides,Meliphagidae,Passeriformes,AVIBASE-9EDE54C8,41,12,28,1,13,43.1,22.6,6.3,10.0,36.6,147.6,24.8,116.5,17.6,127.7,108.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,-24.44,0.04,-8.32,140.00,1092195.20
6016,Philemon citreogularis,Meliphagidae,Passeriformes,AVIBASE-A8A2AE86,21,8,13,0,4,31.4,16.8,4.6,6.5,27.3,127.2,25.9,103.1,20.0,103.3,60.6,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Omnivore,Insessorial,-37.71,-8.14,-23.52,141.92,3161053.22
6024,Philemon cockerelli,Meliphagidae,Passeriformes,AVIBASE-8B30AF0C,4,3,1,0,4,43.7,25.0,7.4,10.2,40.4,154.2,25.6,128.6,16.6,135.5,154.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-6.31,-4.12,-5.48,150.57,35335.21
6028,Philemon corniculatus,Meliphagidae,Passeriformes,AVIBASE-6AD860B6,15,5,10,0,4,35.4,18.6,5.7,8.6,31.2,152.1,42.0,112.4,27.1,129.0,100.7,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,-39.14,-8.26,-27.22,147.27,1758116.37
6029,Philemon diemenensis,Meliphagidae,Passeriformes,AVIBASE-44D2690A,6,3,3,0,5,35.7,19.3,5.0,6.7,33.9,125.8,25.2,98.4,20.3,114.0,65.9,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,-22.71,-20.09,-21.32,165.70,17820.10
6025,Philemon eichhorni,Meliphagidae,Passeriformes,AVIBASE-92F2C662,4,2,2,0,4,44.4,27.5,6.0,8.0,34.5,137.8,22.3,115.5,16.2,127.4,101.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-4.62,-3.10,-4.09,152.69,1714.74
6019,Philemon fuscicapillus,Meliphagidae,Passeriformes,AVIBASE-FAAC2F6A,5,0,1,4,4,43.1,25.0,6.9,9.8,37.8,145.4,25.6,120.9,17.5,127.4,85.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,1.98,2.65,2.32,128.45,2284.07
6018,Philemon inornatus,Meliphagidae,Passeriformes,AVIBASE-2F4D34AB,7,1,5,1,4,32.4,18.3,4.7,6.3,31.9,117.7,22.2,94.3,19.0,100.8,85.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,-10.44,-8.33,-9.26,125.10,28799.07
6017,Philemon kisserensis,Meliphagidae,Passeriformes,AVIBASE-372AFBF8,1,0,1,0,1,30.2,15.4,4.4,6.2,27.5,126.0,24.8,101.2,19.7,100.0,62.8,EltonTraits_Other,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-8.27,-8.01,-8.16,127.78,534.06
6014,Philemon meyeri,Meliphagidae,Passeriformes,AVIBASE-E6D08CA4,7,0,4,3,4,30.9,16.7,4.3,6.3,25.0,109.4,21.2,87.3,19.6,90.9,52.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-10.73,-1.47,-5.35,141.82,466260.95
6021,Philemon moluccensis,Meliphagidae,Passeriformes,AVIBASE-FDBFA772,0,0,0,0,0,44.2,24.5,6.1,9.5,40.6,149.8,28.3,121.5,18.8,129.6,85.7,EltonTraits_GenAvg,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Philemon plumigenis,Forest,1,1,Herbivore,Omnivore,Insessorial,-3.84,-3.05,-3.42,126.63,8456.57
6022,Philemon plumigenis,Meliphagidae,Passeriformes,AVIBASE-BB8D13A9,6,1,3,2,6,44.2,24.5,6.1,9.5,40.6,149.8,28.3,121.5,18.8,129.6,85.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-8.03,-5.27,-7.10,131.79,4533.41
6020,Philemon subcorniculatus,Meliphagidae,Passeriformes,AVIBASE-479CACC3,5,0,1,4,4,45.7,25.9,6.5,10.0,40.5,158.6,26.7,131.3,16.9,142.0,194.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-3.88,-2.78,-3.20,129.46,17074.17
5974,Phylidonyris niger,Meliphagidae,Passeriformes,AVIBASE-F7513719,20,6,13,1,4,24.0,10.9,2.9,3.9,20.2,76.2,15.4,59.9,20.4,71.3,18.2,Dunning,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Nectarivore,Insessorial,-37.43,-14.75,-28.98,137.94,1047225.93
5975,Phylidonyris novaehollandiae,Meliphagidae,Passeriformes,AVIBASE-DF9A1A25,21,7,12,2,4,22.8,9.8,2.9,4.0,21.8,77.9,17.0,59.0,22.4,75.4,20.2,Dunning,NA,NO,NA,NA,Shrubland,2,2,Herbivore,Nectarivore,Insessorial,-43.64,-25.00,-34.87,140.14,851798.64
5973,Phylidonyris pyrrhopterus,Meliphagidae,Passeriformes,AVIBASE-220D80CB,13,3,10,0,4,21.3,8.8,2.4,3.4,20.4,74.3,12.3,59.1,17.4,65.3,16.3,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,-43.64,-30.80,-37.11,146.90,357930.02
6011,Plectorhyncha lanceolata,Meliphagidae,Passeriformes,AVIBASE-37E7828E,12,5,7,0,4,20.7,11.9,3.7,4.8,24.8,110.8,22.3,83.1,21.1,98.8,40.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,-37.80,-17.83,-28.84,146.02,2020455.09
6072,Prosthemadera novaeseelandiae,Meliphagidae,Passeriformes,AVIBASE-0A0D3BB9,17,5,9,3,4,31.3,14.2,5.2,5.9,36.5,147.8,29.9,114.2,20.8,118.8,105.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,-50.93,-29.24,-39.14,172.93,125476.53
6084,Ptiloprora erythropleura,Meliphagidae,Passeriformes,AVIBASE-6A3D1D01,5,2,3,0,4,20.4,11.3,2.9,3.8,22.3,77.6,16.0,59.8,21.1,67.4,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,-5.12,-0.44,-3.63,137.41,60498.52
6085,Ptiloprora guisei,Meliphagidae,Passeriformes,AVIBASE-08196575,14,3,11,0,3,25.4,13.8,3.3,4.0,25.8,87.6,18.2,66.0,21.5,73.9,25.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.14,-4.87,-6.62,145.33,61859.61
6086,Ptiloprora mayri,Meliphagidae,Passeriformes,AVIBASE-44C4C8B5,5,2,3,0,5,27.2,15.5,4.1,4.6,28.6,95.1,20.8,74.3,21.8,83.4,30.5,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,-3.24,-2.43,-2.62,139.15,1102.69
6083,Ptiloprora meekiana,Meliphagidae,Passeriformes,AVIBASE-C1665D2D,5,4,1,0,4,18.2,9.8,2.7,3.3,23.0,76.4,14.4,62.1,18.7,68.3,18.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.09,-3.07,-5.53,142.31,139400.21
6087,Ptiloprora perstriata,Meliphagidae,Passeriformes,AVIBASE-93334974,9,4,5,0,5,26.0,14.3,3.4,4.2,27.2,93.7,19.2,70.8,21.3,82.7,26.6,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,-9.41,-2.50,-4.85,140.62,102361.91
6082,Ptiloprora plumbea,Meliphagidae,Passeriformes,AVIBASE-5B865C89,9,2,7,0,4,20.7,10.8,2.7,3.1,23.1,76.1,14.8,59.4,20.0,64.6,14.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,-10.22,-2.99,-5.44,141.95,136682.14
6139,Ptilotula flavescens,Meliphagidae,Passeriformes,AVIBASE-479EEC16,16,4,12,0,4,15.6,7.3,2.7,3.2,17.8,72.7,15.3,56.0,21.5,59.1,12.4,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-21.27,-8.80,-16.80,133.11,1038738.89
6140,Ptilotula fusca,Meliphagidae,Passeriformes,AVIBASE-34CC9FA8,19,7,12,0,4,16.1,6.7,2.7,3.4,18.9,81.0,16.5,61.3,21.1,66.5,17.7,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,-38.42,-16.65,-30.30,148.29,949120.71
6141,Ptilotula keartlandi,Meliphagidae,Passeriformes,AVIBASE-BEA249CC,18,6,11,1,4,16.8,8.0,2.8,3.4,20.7,77.4,16.9,64.0,20.8,66.1,15.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Invertivore,Insessorial,-29.94,-14.84,-22.18,131.55,2753396.76
6138,Ptilotula ornata,Meliphagidae,Passeriformes,AVIBASE-E03A81FF,13,4,9,0,4,15.9,6.2,2.6,3.3,19.1,81.5,20.0,60.0,25.1,67.8,17.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial,-38.07,-28.77,-32.90,132.41,1105315.89
6137,Ptilotula penicillata,Meliphagidae,Passeriformes,AVIBASE-CE7BDFB9,23,8,14,1,4,16.2,7.2,2.8,3.4,19.8,79.0,17.0,62.7,21.4,70.0,19.4,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,-39.48,-17.09,-26.17,135.61,4922061.09
6142,Ptilotula plumula,Meliphagidae,Passeriformes,AVIBASE-699EC869,13,4,9,0,4,16.2,6.9,2.8,3.3,19.3,77.5,16.2,60.1,21.2,65.9,16.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Insessorial,-36.04,-12.83,-24.85,133.87,5368167.70
6143,Purnella albifrons,Meliphagidae,Passeriformes,AVIBASE-D1C0ED04,14,4,10,0,4,20.6,9.9,2.8,3.7,20.2,80.7,16.0,62.6,20.4,72.4,17.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Nectarivore,Insessorial,-36.48,-22.57,-30.62,132.18,792198.36
6076,Pycnopygius cinereus,Meliphagidae,Passeriformes,AVIBASE-86C258A6,12,3,7,2,3,26.4,13.2,4.1,5.4,28.2,106.5,22.0,78.7,21.9,94.0,44.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-10.16,-0.40,-5.63,142.98,106235.80
6075,Pycnopygius ixoides,Meliphagidae,Passeriformes,AVIBASE-8B89A812,5,3,2,0,4,18.3,9.9,3.3,4.1,22.0,82.4,12.6,68.6,15.4,69.4,27.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-10.73,-0.34,-4.88,141.11,459537.02
6077,Pycnopygius stictocephalus,Meliphagidae,Passeriformes,AVIBASE-92C84F5F,6,3,3,0,5,20.2,11.5,4.6,4.9,22.3,107.3,22.5,83.7,21.1,88.9,38.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,-10.73,-0.34,-5.36,141.00,629677.66
6089,Ramsayornis fasciatus,Meliphagidae,Passeriformes,AVIBASE-0ECD9105,14,3,9,2,4,16.4,8.9,2.9,3.1,17.0,70.5,14.7,56.6,20.6,47.2,12.7,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,-24.14,-10.02,-16.03,135.63,931104.02
6090,Ramsayornis modestus,Meliphagidae,Passeriformes,AVIBASE-8C34DEDF,19,6,12,1,4,16.1,9.1,3.0,3.2,15.9,65.8,13.2,53.6,19.6,40.7,12.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,-20.00,0.04,-12.43,143.32,290171.25
6125,Stomiopera flava,Meliphagidae,Passeriformes,AVIBASE-64829846,26,13,13,0,4,20.4,10.5,3.0,4.1,20.8,82.0,11.0,68.7,13.8,67.2,21.4,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Generalist,-22.73,-10.02,-17.25,144.19,415063.54
6124,Stomiopera unicolor,Meliphagidae,Passeriformes,AVIBASE-EC322B71,20,9,11,0,4,23.0,11.3,3.2,4.5,24.6,94.7,13.4,83.8,13.8,78.0,30.7,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,-21.40,-10.59,-16.31,135.26,1189196.61
6088,Stresemannia bougainvillei,Meliphagidae,Passeriformes,AVIBASE-0C7BD256,6,2,4,0,4,30.0,14.3,3.9,5.0,25.7,85.6,11.9,72.7,14.1,63.8,24.7,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-6.57,-5.63,-6.06,155.21,2008.77
6030,Sugomel nigrum,Meliphagidae,Passeriformes,AVIBASE-772E19B8,16,5,11,0,4,18.0,10.6,2.4,2.5,13.6,66.9,17.7,48.3,26.9,41.2,9.9,Dunning,NA,NO,NA,NA,Shrubland,2,3,Omnivore,Nectarivore,Insessorial,-37.55,-14.87,-26.21,133.35,5440427.41
6101,Timeliopsis fulvigula,Meliphagidae,Passeriformes,AVIBASE-4BAD0A39,14,2,12,0,4,18.8,10.5,3.3,4.3,21.9,75.1,12.1,60.0,16.8,57.0,18.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.23,-0.43,-5.25,141.77,137140.89
6100,Timeliopsis griseigula,Meliphagidae,Passeriformes,AVIBASE-4A044286,11,1,5,5,4,23.5,12.9,4.4,5.0,23.0,93.7,15.1,73.8,17.0,69.1,32.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,-10.73,-0.34,-3.80,137.86,170363.66
5972,Trichodere cockerelli,Meliphagidae,Passeriformes,AVIBASE-853F2E95,11,5,6,0,3,20.5,9.7,2.7,3.7,18.4,70.7,10.8,60.2,15.2,59.2,14.7,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Nectarivore,Insessorial,-16.49,-10.69,-13.80,143.39,62694.10
6031,Vosea whitemanensis,Meliphagidae,Passeriformes,AVIBASE-2C4F7BFE,3,1,1,1,3,39.6,24.9,4.6,5.6,30.0,103.3,25.3,78.0,24.5,89.0,48.0,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Nectarivore,Insessorial,-6.02,-5.02,-5.49,151.09,3172.99
6010,Xanthotis flaviventer,Meliphagidae,Passeriformes,AVIBASE-4F0E8694,21,10,11,0,4,29.2,17.0,4.6,5.7,26.0,97.8,12.4,84.6,12.8,76.6,40.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.88,0.59,-5.86,140.99,759089.47
6009,Xanthotis macleayanus,Meliphagidae,Passeriformes,AVIBASE-AA3EB700,15,6,9,0,4,27.0,15.3,4.0,4.6,24.4,87.0,11.6,73.0,13.7,69.8,31.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-19.61,-14.68,-17.18,145.57,27328.20
6008,Xanthotis polygrammus,Meliphagidae,Passeriformes,AVIBASE-88DFFB3B,11,1,8,2,4,23.0,13.2,3.4,4.2,20.2,73.8,10.6,63.2,14.3,58.1,20.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.73,0.04,-5.12,140.70,420905.85
5906,Menura alberti,Menuridae,Passeriformes,AVIBASE-05554FAE,11,6,4,1,4,41.9,15.8,7.1,8.2,101.1,261.9,8.3,252.2,3.3,441.1,928.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-29.70,-27.55,-28.62,152.33,25535.74
5907,Menura novaehollandiae,Menuridae,Passeriformes,AVIBASE-952F5682,10,5,5,0,4,42.2,16.6,7.0,7.6,109.5,280.9,5.7,281.6,2.0,582.7,972.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-37.85,-26.55,-32.65,150.30,324756.71
8818,Allenia fusca,Mimidae,Passeriformes,AVIBASE-C146593B,4,2,2,0,4,22.0,12.3,4.8,5.7,29.1,122.8,28.9,93.9,23.5,96.8,67.1,Dunning,NA,NO,NA,NA,Shrubland,1,1,Omnivore,Omnivore,Insessorial,11.99,18.12,15.24,-61.44,5297.69
8821,Cinclocerthia gutturalis,Mimidae,Passeriformes,AVIBASE-65229424,5,1,1,3,4,41.4,27.6,5.1,6.4,30.4,103.1,16.5,86.8,16.0,89.4,69.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,13.70,14.88,14.38,-61.00,1756.73
8820,Cinclocerthia ruficauda,Mimidae,Passeriformes,AVIBASE-9E532090,5,2,3,0,4,34.8,22.9,5.0,5.9,28.5,98.0,18.4,79.3,18.8,81.2,55.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,11.99,17.66,15.45,-61.61,3295.06
8816,Dumetella carolinensis,Mimidae,Passeriformes,AVIBASE-95B77F08,16,5,5,6,7,19.2,11.1,4.0,4.8,27.4,90.7,16.8,73.4,18.6,90.3,35.3,Dunning,NA,NO,NA,NA,Shrubland,1,3,Omnivore,Invertivore,Insessorial,28.33,55.06,42.61,-95.25,6824562.12
8819,Margarops fuscatus,Mimidae,Passeriformes,AVIBASE-C2A16FAE,8,4,2,2,7,31.3,18.6,5.4,7.8,36.7,132.3,27.2,105.1,20.5,114.9,98.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,12.02,25.56,18.70,-67.29,20593.03
8815,Melanoptila glabrirostris,Mimidae,Passeriformes,AVIBASE-240F0470,6,0,2,4,4,20.9,11.6,4.2,5.0,27.8,92.2,14.8,78.2,15.9,91.0,35.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Invertivore,Insessorial,16.70,21.61,19.19,-89.37,178149.45
8813,Melanotis caerulescens,Mimidae,Passeriformes,AVIBASE-C4D41592,4,1,3,0,4,27.9,16.7,4.8,6.1,30.2,111.2,15.2,96.0,13.7,126.5,61.6,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Generalist,15.94,29.33,20.90,-102.01,577099.95
8814,Melanotis hypoleucus,Mimidae,Passeriformes,AVIBASE-67BFEEF0,5,2,3,0,4,29.4,17.6,5.1,6.1,31.8,107.4,12.6,93.2,11.9,126.8,68.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Generalist,13.02,17.32,15.12,-90.12,98583.12
8826,Mimus dorsalis,Mimidae,Passeriformes,AVIBASE-38961C3A,4,3,0,1,4,24.2,14.8,4.8,5.8,36.1,112.0,21.0,91.0,18.7,106.2,58.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Generalist,-25.73,-15.76,-20.39,-65.73,173822.65
8829,Mimus gilvus,Mimidae,Passeriformes,AVIBASE-1281617B,12,6,6,0,7,22.9,13.9,5.1,5.8,33.0,105.8,23.9,80.7,22.8,115.7,52.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Generalist,-23.07,21.61,5.98,-67.33,2161965.65
8830,Mimus graysoni,Mimidae,Passeriformes,AVIBASE-53B8B2E8,4,2,2,0,4,25.0,13.7,5.7,6.7,34.9,106.5,16.4,90.2,15.4,122.0,65.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial,18.75,18.83,18.78,-110.99,15.19
8831,Mimus gundlachii,Mimidae,Passeriformes,AVIBASE-38C451EA,5,2,3,0,4,24.8,14.8,5.0,5.8,38.5,110.6,24.1,84.1,22.3,120.4,66.8,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Generalist,17.84,27.23,23.87,-76.57,15471.50
8827,Mimus longicaudatus,Mimidae,Passeriformes,AVIBASE-BF9BFD26,9,4,5,0,8,26.2,14.8,5.0,6.3,38.7,121.7,26.4,95.0,21.7,139.6,66.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Generalist,-16.66,-0.31,-8.11,-78.27,181590.29
8834,Mimus macdonaldi,Mimidae,Passeriformes,AVIBASE-87608314,5,2,3,0,4,36.7,23.6,5.0,5.9,36.7,116.0,26.4,89.9,22.7,108.2,70.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Generalist,-1.41,-1.34,-1.38,-89.67,66.53
8835,Mimus melanotis,Mimidae,Passeriformes,AVIBASE-23512589,5,2,3,0,4,28.2,17.2,4.1,4.9,36.3,106.6,24.8,81.0,23.5,102.0,50.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-0.95,-0.69,-0.83,-89.43,550.22
8833,Mimus parvulus,Mimidae,Passeriformes,AVIBASE-1050FB29,5,2,3,0,4,25.4,15.5,4.1,4.8,36.0,104.0,21.1,81.3,20.6,100.2,53.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-1.03,1.68,-0.50,-91.04,6967.11
8823,Mimus patagonicus,Mimidae,Passeriformes,AVIBASE-ADEDDFD6,6,4,2,0,4,19.4,11.6,4.6,5.0,34.0,101.7,23.6,79.6,23.0,101.3,57.8,Dunning,NA,NO,NA,NA,Shrubland,3,2,Carnivore,Invertivore,Terrestrial,-52.17,-22.77,-39.92,-67.91,1400520.82
8828,Mimus polyglottos,Mimidae,Passeriformes,AVIBASE-7EFF698D,12,5,7,0,4,22.1,12.2,4.6,5.3,32.2,112.3,23.1,90.5,20.6,117.6,48.5,Dunning,NA,NO,NA,NA,Shrubland,2,3,Omnivore,Omnivore,Generalist,16.21,50.99,37.86,-98.85,10145517.51
8824,Mimus saturninus,Mimidae,Passeriformes,AVIBASE-F0CD0BD7,11,5,5,1,4,25.1,13.5,5.3,6.4,34.2,114.7,22.4,91.9,19.5,123.2,63.7,Dunning,NA,NO,NA,NA,Shrubland,2,2,Omnivore,Omnivore,Terrestrial,-41.17,2.82,-20.24,-52.88,7198431.03
8822,Mimus thenca,Mimidae,Passeriformes,AVIBASE-7EEE7E61,6,3,3,0,4,23.4,14.0,4.9,5.4,39.2,113.2,27.6,84.6,24.7,119.8,66.0,Dunning,NA,NO,NA,NA,Shrubland,2,2,Omnivore,Omnivore,Generalist,-42.64,-27.06,-35.65,-71.76,229319.44
8832,Mimus trifasciatus,Mimidae,Passeriformes,AVIBASE-1B4F109C,4,1,3,0,4,31.6,20.0,4.7,5.6,39.4,117.8,26.7,91.0,22.7,107.2,62.7,Dunning,NA,NO,NA,NA,Shrubland,3,1,Omnivore,Omnivore,Generalist,-1.33,-1.24,-1.31,-90.31,0.88
8825,Mimus triurus,Mimidae,Passeriformes,AVIBASE-CE56D85A,6,3,3,0,4,20.6,11.8,4.5,5.4,32.2,102.0,22.1,80.9,21.4,106.7,47.2,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Terrestrial,-42.29,-11.97,-27.44,-61.29,3284288.52
8836,Oreoscoptes montanus,Mimidae,Passeriformes,AVIBASE-F6DF700B,6,3,3,0,4,20.8,12.1,4.4,5.3,29.4,97.7,25.4,72.3,26.0,96.0,44.2,Dunning,NA,NO,NA,NA,Shrubland,3,3,Carnivore,Invertivore,Terrestrial,33.62,51.21,42.73,-111.95,1992131.03
8817,Ramphocinclus brachyurus,Mimidae,Passeriformes,AVIBASE-55539291,5,0,4,1,4,28.1,17.0,5.2,5.7,29.6,93.9,14.0,78.1,15.2,76.5,50.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,13.88,14.77,14.52,-60.90,24.32
