Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
6515,Lalage leucomela,Campephagidae,Passeriformes,AVIBASE-A6062F43,20,7,13,0,4,18.5,10.5,5.0,4.9,21.3,97.8,26.0,71.9,26.6,78.7,29.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.77,-2.34,-15.62,143.66,1258230.14
6513,Lalage leucoptera,Campephagidae,Passeriformes,AVIBASE-1EA7BE48,1,1,0,0,1,16.1,9.8,4.7,4.9,22.9,101.0,24.4,76.6,24.2,80.0,39.4,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial,-1.22,-0.63,-0.94,135.89,2526.50
6509,Lalage leucopyga,Campephagidae,Passeriformes,AVIBASE-A9CF79A7,10,2,8,0,4,18.4,10.0,5.4,4.5,24.2,84.6,22.1,62.6,26.1,77.6,24.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.71,-10.16,-18.50,166.04,34357.57
6520,Lalage leucopygialis,Campephagidae,Passeriformes,AVIBASE-0F9E0A44,10,1,9,0,4,18.0,10.4,5.3,5.2,19.8,91.0,24.5,66.5,26.9,67.8,24.3,Updated_literature,Galbraith & Galbraith (1962),NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-5.70,1.88,-2.04,121.15,142638.67
6506,Lalage maculosa,Campephagidae,Passeriformes,AVIBASE-2AA040CE,10,2,8,0,4,18.9,10.4,5.2,5.0,23.6,92.7,26.5,66.2,28.5,63.5,30.3,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,-21.46,-10.07,-16.61,121.45,30893.91
6517,Lalage melanoleuca,Campephagidae,Passeriformes,AVIBASE-16BE141C,11,2,8,1,4,23.3,13.9,6.4,6.1,24.1,111.5,30.4,80.8,27.2,77.4,46.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,11.98,18.65,15.75,121.35,104068.69
6522,Lalage melanoptera,Campephagidae,Passeriformes,AVIBASE-58BC7F5D,10,2,8,0,4,19.3,10.8,5.7,5.1,20.8,100.2,27.1,73.1,27.0,72.5,29.4,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,5.92,32.41,20.13,79.43,993885.08
6521,Lalage melaschistos,Campephagidae,Passeriformes,AVIBASE-FAE71B8F,10,2,8,0,4,21.4,11.9,6.6,6.0,22.5,117.9,33.0,84.9,28.0,95.7,43.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,14.24,41.13,27.04,105.60,4751722.92
6518,Lalage minor,Campephagidae,Passeriformes,AVIBASE-E1C5A581,0,0,0,0,0,23.3,13.9,6.4,6.1,24.1,111.5,30.4,80.8,27.2,77.4,46.8,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Lalage melanoleuca,Forest,1,1,Carnivore,Invertivore,Insessorial,5.56,12.59,8.28,124.86,106732.13
6514,Lalage moesta,Campephagidae,Passeriformes,AVIBASE-A97F6007,7,2,5,0,3,18.1,9.3,5.6,4.9,24.5,95.4,23.3,72.2,24.4,72.7,29.5,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial,-8.35,-6.66,-7.58,131.37,4371.57
6526,Lalage newtoni,Campephagidae,Passeriformes,AVIBASE-8A9B1C25,5,1,4,0,4,19.5,11.1,5.7,6.3,24.3,97.6,21.2,76.4,21.7,79.8,42.9,Inferred,NA,YES,Body Mass,Lalage typica,Forest,1,1,Carnivore,Invertivore,Insessorial,-20.98,-20.94,-20.96,55.44,28.71
6519,Lalage nigra,Campephagidae,Passeriformes,AVIBASE-84B32303,11,2,9,0,4,18.2,10.4,5.6,4.9,20.3,88.5,22.0,66.3,24.9,64.1,28.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-8.20,19.58,2.40,110.61,1519309.40
6523,Lalage polioptera,Campephagidae,Passeriformes,AVIBASE-F6CBC088,7,2,5,0,4,19.7,11.3,6.1,5.4,20.8,110.9,30.3,80.5,27.4,94.0,35.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,8.56,20.93,15.45,101.95,932555.61
6507,Lalage sharpei,Campephagidae,Passeriformes,AVIBASE-16FF90E9,7,0,6,1,2,18.8,10.8,4.8,4.2,22.9,81.5,21.4,60.1,26.2,53.0,28.6,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.06,-13.43,-13.74,-172.17,2877.15
6508,Lalage sueurii,Campephagidae,Passeriformes,AVIBASE-3EDA596B,19,6,13,0,8,18.9,10.6,4.9,4.4,21.0,92.1,26.2,65.5,28.5,72.8,26.0,EltonTraits_Model,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Generalist,-10.94,0.98,-5.46,120.30,259989.37
6510,Lalage tricolor,Campephagidae,Passeriformes,AVIBASE-DFD1EAF6,17,5,12,0,5,18.8,10.4,4.6,4.2,21.1,98.1,31.5,66.0,32.3,71.3,25.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Invertivore,Insessorial,-39.14,-8.29,-25.50,134.40,7633376.41
6525,Lalage typica,Campephagidae,Passeriformes,AVIBASE-C9ECEF90,7,2,5,0,4,22.3,13.7,7.1,7.2,27.0,106.0,24.1,81.8,22.8,85.6,42.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-20.50,-20.32,-20.42,57.47,116.81
6474,Lobotos lobatus,Campephagidae,Passeriformes,AVIBASE-7B669DE9,9,2,7,0,4,17.3,10.2,5.3,5.6,19.3,95.6,21.2,74.5,22.1,77.4,33.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,4.35,8.61,6.49,-6.09,343073.96
6475,Lobotos oriolinus,Campephagidae,Passeriformes,AVIBASE-D75CBDFB,8,2,6,0,4,17.1,9.6,5.7,5.0,19.1,97.3,20.8,76.5,21.4,74.9,33.1,Inferred,NA,YES,Body Mass,Lobotos lobatus,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.10,5.91,1.31,17.84,440279.03
6477,Malindangia mcgregori,Campephagidae,Passeriformes,AVIBASE-6D80F120,8,0,8,0,2,21.9,11.9,7.0,6.3,23.2,102.9,22.4,80.6,21.7,84.2,42.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,5.78,9.36,7.52,125.04,13707.89
6429,Pericrocotus albifrons,Campephagidae,Passeriformes,AVIBASE-B94D96D9,10,2,8,0,4,13.2,6.9,4.4,3.4,15.1,67.7,15.3,52.4,22.6,82.6,10.8,DataFromSplit,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Insessorial,17.08,24.58,20.80,95.67,161614.31
6435,Pericrocotus brevirostris,Campephagidae,Passeriformes,AVIBASE-68CAEE4C,11,2,9,0,4,15.0,7.8,4.7,4.1,16.0,87.9,25.8,61.9,29.4,95.5,16.5,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,14.85,31.52,25.10,98.20,2416801.64
6441,Pericrocotus cantonensis,Campephagidae,Passeriformes,AVIBASE-150830DD,9,2,7,0,4,16.2,8.6,5.8,4.9,15.2,88.4,30.8,57.4,34.9,90.5,16.3,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,20.23,34.99,27.98,110.92,1995739.61
6431,Pericrocotus cinnamomeus,Campephagidae,Passeriformes,AVIBASE-B5C1302B,20,4,16,0,14,13.0,7.0,4.0,3.5,15.3,67.2,17.4,49.7,25.9,68.3,8.6,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Insessorial,-8.85,34.52,20.50,85.78,4793425.28
6439,Pericrocotus divaricatus,Campephagidae,Passeriformes,AVIBASE-622DB161,11,2,9,0,4,17.5,9.6,6.0,5.1,15.8,95.7,38.9,57.2,40.5,90.5,24.6,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Insessorial,24.04,51.75,43.69,133.27,947644.87
6428,Pericrocotus erythropygius,Campephagidae,Passeriformes,AVIBASE-47EBC51F,11,2,9,0,4,12.3,6.6,4.6,3.4,14.5,68.8,15.6,53.2,22.6,77.5,10.8,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Insessorial,10.68,30.04,22.11,77.70,1571440.41
6437,Pericrocotus ethologus,Campephagidae,Passeriformes,AVIBASE-8F319AD8,11,2,9,0,4,15.6,8.0,4.6,4.1,16.6,91.6,27.9,63.5,30.5,102.7,19.0,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,11.20,44.21,29.06,100.65,3896355.72
6438,Pericrocotus flammeus,Campephagidae,Passeriformes,AVIBASE-7F97F882,29,6,23,0,16,18.7,10.7,6.1,5.5,17.0,92.1,25.9,66.1,28.1,88.4,23.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.96,32.89,16.07,101.41,6349411.65
6430,Pericrocotus igneus,Campephagidae,Passeriformes,AVIBASE-A63A4586,11,2,9,0,4,14.7,8.2,4.5,3.9,15.8,72.5,19.1,53.8,26.2,64.0,15.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-6.12,11.98,1.37,108.31,1266299.03
6436,Pericrocotus lansbergei,Campephagidae,Passeriformes,AVIBASE-B9BAB929,10,2,8,0,4,14.9,8.3,4.8,4.0,14.9,73.1,17.3,55.8,23.7,84.7,16.3,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Insessorial,-9.11,-8.07,-8.61,119.55,30021.14
6434,Pericrocotus miniatus,Campephagidae,Passeriformes,AVIBASE-5648364D,11,3,8,0,4,14.8,7.8,4.5,4.2,15.8,81.7,21.9,59.9,26.8,93.4,16.3,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.36,5.34,-1.83,102.80,155206.18
6433,Pericrocotus montanus,Campephagidae,Passeriformes,AVIBASE-687B1F7D,0,0,0,0,0,13.6,7.6,4.4,4.1,14.7,83.2,23.5,59.5,28.3,98.8,14.5,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Pericrocotus solaris,Forest,2,1,Carnivore,Invertivore,Insessorial,-5.95,7.04,1.87,108.38,603822.45
6442,Pericrocotus roseus,Campephagidae,Passeriformes,AVIBASE-DC3BACCD,11,2,9,0,4,16.5,9.1,5.8,5.0,15.4,87.9,28.1,60.1,31.8,90.4,19.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,16.24,36.79,25.53,95.74,1556822.15
6432,Pericrocotus solaris,Campephagidae,Passeriformes,AVIBASE-1D6B5F8A,5,2,3,0,4,13.6,7.6,4.4,4.1,14.7,83.2,23.5,59.5,28.3,98.8,14.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,10.49,29.13,22.67,103.76,2902202.90
6440,Pericrocotus tegimae,Campephagidae,Passeriformes,AVIBASE-EB0A9E59,11,2,7,2,4,16.9,9.6,6.3,5.0,16.5,86.0,27.2,59.0,31.5,95.6,21.0,Updated_literature,BoW,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,24.26,34.55,32.80,131.49,58093.74
10720,Amaurospiza moesta,Cardinalidae,Passeriformes,AVIBASE-6ADC131E,10,2,8,0,8,12.5,7.2,5.8,6.8,17.7,61.6,9.1,52.2,14.9,53.9,13.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial,-30.10,17.62,-15.55,-58.21,864091.67
10719,Amaurospiza relicta,Cardinalidae,Passeriformes,AVIBASE-3F4E1FD9,0,0,0,0,0,12.5,7.2,5.8,6.8,17.7,61.6,9.1,52.2,14.9,53.9,13.1,Dunning,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Amaurospiza moesta,Forest,2,1,Herbivore,Granivore,Insessorial,15.84,20.50,18.37,-100.47,112893.36
10744,Cardinalis cardinalis,Cardinalidae,Passeriformes,AVIBASE-4E74AE22,64,24,40,0,8,17.6,14.7,9.3,12.3,24.5,93.5,14.2,77.7,15.5,101.8,42.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial,15.65,47.34,34.85,-92.41,5834572.06
10745,Cardinalis phoeniceus,Cardinalidae,Passeriformes,AVIBASE-5FAF3F1B,11,1,7,3,10,19.5,13.3,9.3,13.6,23.4,84.4,13.0,71.5,15.4,82.3,35.0,Updated_literature,Dunning (2021),NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,9.74,12.46,10.96,-69.58,69681.59
10746,Cardinalis sinuatus,Cardinalidae,Passeriformes,AVIBASE-DE21A6BE,10,5,5,0,6,15.3,10.3,7.3,12.6,24.4,93.3,13.9,79.4,14.9,103.2,35.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Generalist,20.30,34.88,28.26,-104.28,1519386.56
10748,Caryothraustes canadensis,Cardinalidae,Passeriformes,AVIBASE-0239BBFC,15,5,5,5,4,17.4,11.8,8.5,11.2,20.5,90.8,15.8,72.5,17.8,71.2,34.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-23.05,8.63,-0.74,-55.83,2650244.99
10749,Caryothraustes celaeno,Cardinalidae,Passeriformes,AVIBASE-CCDEDA82,8,4,4,0,4,20.1,13.0,8.3,11.3,22.9,101.3,14.8,86.5,14.6,94.3,60.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Insessorial,19.78,25.87,22.52,-98.69,127727.17
